1,0,0.753817677001
1,1,0.0
1,2,0.25790529076
1,3,0.775104118464
1,4,0.239086842511
1,5,0.0023137436372
1,6,0.416936603424
1,7,0.194817214253
1,8,0.163350300787
1,9,0.25204380688
1,10,0.251272559
1,11,0.165972543576
1,12,0.137282122474
1,13,0.158260064785
1,14,0.0621625790529
1,15,0.000925497454882
1,16,0.0120314669135
1,17,0.0138824618232
1,18,0.043035631652
1,19,0.028998920253
1,20,0.0158877063088
1,21,0.0197439457041
1,22,0.0280734227981
1,23,0.0481258676539
1,24,0.0169674533395
1,25,0.018201449946
1,26,0.122011414469
1,27,0.0279191732223
1,28,0.120777417862
1,29,0.0698750578436
1,30,0.179392256671
1,32,0.100107974703
1,33,0.431898812278
1,34,0.257751041185
1,35,0.323307110905
1,36,0.381459200987
1,37,0.344285053216
1,38,0.0982569797933
1,39,0.076199290452
1,40,0.189572728675
1,41,0.0626253277803
1,42,0.0100262224279
1,43,0.0424186333488
1,44,0.0215949406139
1,45,0.0450408761376
1,46,0.0124942156409
1,47,0.0274564244948
1,48,0.0487428659571
1,49,0.00539873515348
1,50,0.0
1,51,0.027302174919
1,52,0.0451951257134
1,53,0.0873052599105
1,54,0.0842202683943
2,0,0.671483286908
2,1,0.346100278552
2,2,0.0
2,3,0.43889275766
2,4,0.598885793872
2,5,0.00226323119777
2,6,0.406685236769
2,7,0.52385097493
2,8,0.257660167131
2,9,0.206302228412
2,10,0.161385793872
2,11,0.112465181058
2,12,0.0927924791086
2,13,0.0715529247911
2,14,0.08356545961
2,15,0.0
2,16,0.00243732590529
2,17,0.00644150417827
2,18,0.0391713091922
2,19,0.00504874651811
2,20,0.00800835654596
2,21,0.0137534818942
2,22,0.0130571030641
2,23,0.0442200557103
2,24,0.020717270195
2,25,0.00870473537604
2,26,0.0858286908078
2,27,0.102193593315
2,28,0.0360376044568
2,29,0.0994080779944
2,30,0.135793871866
2,32,0.119951253482
2,33,0.439937325905
2,34,0.557103064067
2,35,0.471796657382
2,36,0.351323119777
2,37,0.294568245125
2,38,0.199860724234
2,39,0.131093314763
2,40,0.0933147632312
2,41,0.0684192200557
2,42,0.0226323119777
2,43,0.0447423398329
2,44,0.0285515320334
2,45,0.0311629526462
2,46,0.0156685236769
2,47,0.0273328690808
2,48,0.0443941504178
2,49,0.00487465181058
2,50,0.00435236768802
2,51,0.00922701949861
2,52,0.0517061281337
2,53,0.0936629526462
2,54,0.12360724234
3,0,0.682337810803
3,1,0.753358102315
3,2,0.222349242641
3,3,0.0
3,4,0.407830808803
3,5,0.00171477565019
3,6,0.507573592455
3,7,0.169905687339
3,8,0.139611317519
3,9,0.187910831666
3,10,0.326950557302
3,11,0.2289225493
3,12,0.0783080880252
3,13,0.128751071735
3,14,0.100028579594
3,15,0.00228636753358
3,16,0.0125750214347
3,17,0.0495855958845
3,18,0.0332952272078
3,19,0.0344384109746
3,20,0.026436124607
3,21,0.0254358388111
3,22,0.0298656759074
3,23,0.0327236353244
3,24,0.0398685338668
3,25,0.0324378393827
3,26,0.134895684481
3,27,0.0497284938554
3,28,0.0524435553015
3,29,0.118462417834
3,30,0.125178622464
3,32,0.19862817948
3,33,0.444984281223
3,34,0.485281509003
3,35,0.245355815947
3,36,0.244498428122
3,37,0.296941983424
3,38,0.134466990569
3,39,0.066161760503
3,40,0.129322663618
3,41,0.0212917976565
3,42,0.0220062875107
3,43,0.0388682480709
